ucid,docket_text,labels
paed;;2:16-cv-02714,"REQUEST for Entry of Default filed by PAMELA ROMANO.. (Attachments: # 1 Affidavit in Support of Default, # 2 Text of Proposed Order, # 3 Certificate of Service, # 4 Affidavit of Service)(BENNECOFF GINSBURG, AMY) Modified on 8/5/2016 (afm, ). (Entered: 08/03/2016)",
paed;;2:16-cv-03778,"MEMORANDUM ORDER THAT THE MOTION TO DISMISS (DOC. NO. 49 ) IS GRANTED. JUDGMENT IS ENTERED IN FAVOR OF DEFENDANTS. THE CLERK OF COURT IS DIRECTED TO MARK THIS CASE CLOSED. SIGNED BY CHIEF JUDGE JUAN R. SANCHEZ ON 3/31/21. 3/31/21 ENTERED AND COPIES NOT MAILED TO PRO SE; E-MAILED.(amas, ) (Entered: 03/31/2021)",case dismissed|granting motion to dismiss|memorandum|order
paed;;2:17-cv-03697,"NOTICE by ANN WOOD of Consent Filing (1) (SREY, RACHHANA) (Entered: 06/20/2018)",bilateral|notice|notice of consent|notice of filing
paed;;2:16-cv-01363,ORDER THAT THE RULE 16 CONFERENCE ORIGINALLY SCHEDULED FOR 2:30 TODAY IS NOW RESCHEDULED TO 10:30 AM.. SIGNED BY HONORABLE CYNTHIA M. RUFE ON 4/15/16. 4/18/16 ENTERED AND COPIES E-MAILED.(gs) (Entered: 04/18/2016),order
paed;;2:17-cv-01481,"Joint MOTION for Extension of Time to Complete Discovery and Request Early Settlement Conference filed by LABORERS' DISTRICT COUNCIL LOCAL REGIONAL, AND STATE HEALTH AND SAFETY BENEFIT FUND, THE LABORERS' DISTRICT COUNCIL BLDG. AND CONSTRUCTION HEALTH AND WELFARE FUND, THE LABORERS' DISTRICT COUNCIL CONSTRUCTION INDUSTRY PENSION FUND, THE LABORERS' DISTRICT COUNCIL EDUCATION AND TRAINING FUND, THE LABORERS' DISTRICT COUNCIL OF THE METROPOLITAN AREA OF PHILADELPHIA AND VICINITY LABORERS' INTERNATIONAL UNION OF NORTH AMERICA, THE LABORERS' DISTRICT COUNCIL PREPAID LEGAL PLAN, GENERAL BUILDING CONTRACTORS' ASSOCIATION, THE LABORERS' - EMPLOYERS' COOPERATION AND EDUCATION TRUST.(GOLDSTEIN, NANCY) Modified on 12/13/2017 (md). (Entered: 12/12/2017)",bilateral|motion|motion for time extension
paed;;2:17-cv-00400,"NOTICE of Appearance by ALEXIS I. LEHMANN on behalf of JULIE LYNN CARPENTER (LEHMANN, ALEXIS) (Entered: 05/10/2017)",notice|notice of appearance
paed;;5:17-cr-00573,"***Set/Reset Deadlines as to MICHAEL GLENN BARNES:( Jury Instructions due by 8/6/2018., Voir Dire Questions due by 8/6/2018.), ***Set/Reset Hearings as to MICHAEL GLENN BARNES:( JURY SELECTION SET FOR 8/20/2018 09:30 AM IN Philadelphia BEFORE HONORABLE EDWARD G. SMITH., PRETRIAL CONFERENCE SET FOR 8/15/2018 11:00 AM IN Easton BEFORE HONORABLE EDWARD G. SMITH.) JURY TRIAL SET FOR 8/21/2018 09:30 AM IN Easton BEFORE HONORABLE EDWARD G. SMITH. (er, ) (Entered: 05/11/2018)",
paed;;2:17-cr-00650,"JUDICIAL DOCUMENT AS TO JONATHAN MENDEZ-RAMIREZ. Signed by HONORABLE PETRESE B. TUCKER on 3/28/2019. (FILED UNDER SEAL).3/29/2019 Entered and Copies Mailed. (tomg, ) (tomg, ). (Entered: 03/29/2019)",
pamd;;3:17-cv-01555,"ANSWER to Complaint with Affirmative Defenses by State Farm Mutual Insurance Company.(Drakas, Gary) (Entered: 09/14/2017)",answer
pamd;;1:17-cv-01644,AMENDED SCHEDULING ORDER - Initial Case Management Conference set for 10/19/2017 @ 09:45 AM - placement of the telephone conference call is the responsibility of the plaintiff. (See order for complete details.) Signed by Chief Judge Christopher C. Conner on 9/14/17. (ki) (Entered: 09/14/2017),order
pamd;;4:17-cv-00281,"MOTION for Leave to File Brief in Excess of 5,000 Words by Transcontinental Gas Pipe Line Company, LLC. (Attachments: # 1 Proposed Order, # 2 Certificate of Nonconcurrence, # 3 Certificate of Service)(Witmer, Elizabeth) (Entered: 02/21/2017)",motion|motion for leave|motion to file
pamd;;3:17-cv-00808,"NOTICE of Appearance by Christian E. Piccolo on behalf of Ethicon, Inc., Johnson & Johnson (Piccolo, Christian) (Entered: 05/30/2017)",notice|notice of appearance
pamd;;3:16-cv-00290,"BRIEF IN OPPOSITION re 35 MOTION for Reconsideration re 33 Order Lifting Stay, Order Reopening Case filed by Patricia Schouppe.(Best, Patrick) (Entered: 06/01/2017)",brief
pamd;;4:17-cv-01744,"ORDER Approving 10 Stipulation of Dismissal filed by Robert J. McGovern, Vicki L. McGovern, Rogste, LLC. Signed by Honorable Malachy E Mannion on 1/4/18. (bs) (Entered: 01/04/2018)",order|party resolution|settlement resolution
pamd;;1:16-cv-01463,"NOTICE OF REMOVAL filed by Alimatou Najat El, CyhienRa Neter Bey from Lancaster County Court of Common Pleas, case number CI-16-02591. (ve) (Attachments: # 1 Exhibit(s), # 2 Exhibit(s), # 3 Exhibit(s), # 4 Exhibit(s) Cover Letter, # 5 Exhibit(s))(ve) (Additional attachment(s) added on 7/19/2016: # 6 Envelope) (ve). (Entered: 07/19/2016)",notice|notice of removal
pamd;;3:17-cv-00233,"First MOTION for Extension of Time to requesting 60 days to answer by Superintendent, SCI Frackville. (Attachments: # 1 Supplement)(Arnold, David) (Entered: 06/16/2017)",motion|motion for time extension
pamd;;1:17-cv-00121,RESPONSE by Frankie Thomas to 3 Order - 30 Day Administrative Order. (ga) (Entered: 03/09/2017),response
pamd;;3:17-cv-02102,"MOTION TO DISMISS FOR FAILURE TO STATE A CLAIM by PA Department of Corrections, Pennsylvania Board Probation & Parole, Strickland. (Attachments: # 1 Proposed Order)(Bedell, Lindsey) (Entered: 12/19/2018)",12(b)(6)|dismissing motion|motion|motion to dismiss
pamd;;1:17-cv-00640,"COMPLAINT against Hanover Foods Corporation ( Filing fee $400, Receipt Number 0314-4055277) filed by Carla Kern. (Attachments: # 1 Civil Cover Sheet)(ve) (Entered: 04/10/2017)",complaint
pamd;;3:16-cv-00411,"MOTION to Strike by Ocwen Loan Servicing, LLC, U.S. Bank, N.A. as Trustree for the C-BASS Mortgage Loan Trust Asset-Back Certificates, Series 2007-CB6.(Sturges, Gregory) (Entered: 08/09/2019)",motion|motion to strike
pamd;;1:17-cr-00059,"JUDGMENT as to Elvis Ivan Tzul-Lopez (1), Count(s) 1, Sentence- time served. (eo) (Entered: 04/13/2017)",judgment|sentence|sentencing judgment
pamd;;4:16-cr-00224,TRANSFER OF JURISDICTION as to Justin Murphy. (original orders to Chambers for acceptance/signature) (lg) (Entered: 08/09/2016),transfer
pamd;;1:16-cr-00129,SCHEDULING ORDER as to Ruben Guadalupe Morales Pre-Sentence Conference set for 2/27/2017 10:00 AM before Honorable John E. Jones III. (eo) (Entered: 10/17/2016),order
pawd;;2:17-cv-00367,"WAIVER OF SERVICE Returned Executed by MIDLAND NATIONAL LIFE INSURANCE COMPANY. DEREK BURGERT waiver sent on 3/23/2017, answer due 5/22/2017. (Amrhein, Ronald) (Entered: 04/03/2017)",waiver
pawd;;1:17-cv-00269,CASE MANAGEMENT ORDER: Discovery due by 7/2/2018; Status Conference set for 7/9/2018 at 04:30 PM in Courtroom 5A before Chief Judge Joy Flowers Conti. Signed by Chief Judge Joy Flowers Conti on 2/16/2018. (smc) (Entered: 02/16/2018),order
pawd;;2:16-cv-00123,ORDER indicating that the Case Management Conference set for 2/25/16 at 1:00 PM is re-set for 2/26/2016 at 1:00 PM in Courtroom 5B before Judge Nora Barry Fischer. Signed by Judge Nora Barry Fischer on 2/3/2016. Text-only entry; no PDF document will issue. This text-only entry constitutes the Order of the Court or Notice on the matter. (msp) (Entered: 02/03/2016),order
pawd;;2:16-cv-00147,ORDER adopting 5 Report and Recommendation. The Petition for Writ of Habeas Corpus is DISMISSED WITHOUT PREJUDICE; a certificate of appealability is DENIED. The Clerk shall mark this case CLOSED. Signed by Judge Arthur J. Schwab on 4/11/2016. (eet) (Entered: 04/11/2016),case dismissed|dismiss without prejudice|order
pawd;;2:16-cv-00166,"Summons Issued as to *JOHN M. BRADLEY-STECK, CANNON CURB COMPANY, DONNA M. SLAZINSKI, NORMAN R. SLAZINSKI* (plh) (Entered: 02/16/2016)",summons
pawd;;2:17-cv-00927,"STIPULATION selecting ADR process by ST. BARNABAS HEALTH SYSTEM, INC., THE WOODLANDS AT ST. BARNABAS, INC. (DeForest, Walter) (Entered: 10/13/2017)",bilateral|stipulation
pawd;;1:17-cv-00159,SOCIAL SECURITY APPEAL ORDER. Plaintiff's Motion for Summary Judgment and Brief in Support are due by 10/12/2017. Defendant's Motion for Summary Judgment and Brief in Support are due by 11/13/2017. Reply briefs are not permitted without leave of court. The parties must comply with Chambers' Rules regarding briefs. Noncompliant briefs will be stricken. Signed by Judge Donetta W. Ambrose on 8/28/17. Text-only entry; no PDF document will issue. This text-only entry constitutes the Order of the Court or Notice on the matter. (cha) (Entered: 08/28/2017),order
pawd;;2:17-cr-00342,ORDER as to THOMAS A. RANIERI - counsel may participate in today's status conference by dialing 866-390-1828 and entering access code 6977888 at the scheduled time. Signed by Judge David S. Cercone on 4/26/19. Text-only entry; no PDF document will issue. This text-only entry constitutes the Order of the Court or Notice on the matter. (mwm) (Entered: 04/26/2019),order
pawd;;2:17-cr-00313,Set/Reset Hearings as to CHRISTOPHER ROBERT WOODS. Sentencing set for 1/9/2018 at 2:00 PM is reset for 1/9/2019 at 03:30 PM in Courtroom 5A before Judge Joy Flowers Conti. Text-only entry; no PDF document will issue. This text-only entry constitutes the Court's order or notice on the matter. (smc) (Entered: 01/08/2019),
pawd;;2:16-cr-00036,"ORDER granting 2 Motion to Continue Unsecured Bond, with further conditions of release, filed at Case No. 15-MJ-874 (Doc. 2) as to CHARLES ROBERT POORE (1). Signed by Judge Cathy Bissoon on 3/16/16. Text-only entry; no PDF will issue. This Text-only entry constitutes the Order of the Court or Notice on the matter. (jhi) (Entered: 03/16/2016)",order
pawd;;2:16-cr-00109,PLEA ENTERED: Defendant withdraws plea of Not Guilty and pleads Guilty to Count 1 as to MARC MORGAN. (jhi) (Entered: 09/19/2017),
prd;;3:16-cv-01830,"SURREPLY to Reply to Opposition to 8 Motion to Dismiss and Compel Arbitration filed by All Plaintiffs filed by All Plaintiffs. (Gierbolini-Gierbolini, Miguel) Modified on 11/16/2016 to add docket entry relationship (cm). (Entered: 11/14/2016)",response
prd;;3:16-cv-01907,"INITIAL SCHEDULING CONFERENCE MEMORANDUM by Reverse Mortgage Solutions, Inc.. (Saez-Marrero, Andres) Modified on 4/28/2017 add filer (gav). (Entered: 04/27/2017)",memorandum
prd;;3:16-cv-01723,NOTICE OF JUDGE ASSIGNMENT Case has been assigned to Judge Francisco A. Besosa (arg) (Entered: 04/15/2016),notice|notice of assignment
prd;;3:16-cv-02274,ORDER granting 59 Motion for Execution of Judgment. Signed by Judge Jay A. Garcia-Gregory on 9/26/2019. (su) (Entered: 09/26/2019),order
prd;;3:16-cv-01630,"COMPLAINT against All Defendants ( Filing fee $400 receipt number 0104-4859696.), filed by Reverse Mortgage Solutions, Inc.. Service due by 8/5/2016, (Attachments: # 1 Category Sheet, # 2 Civil Cover Sheet, # 3 Exhibit, # 4 Exhibit, # 5 Summons, # 6 Summons, # 7 Summons, # 8 Summons)(Rodriguez-Sandoval, Juliana) (Entered: 04/04/2016)",complaint
prd;;3:17-cv-01918,"AMENDED COMPLAINT against LSREF2 Island Holdings Ltd., INC., filed by Miguel Angel Rivera Rosario.(Barrera-Morales, Raul) (Entered: 07/21/2017)",complaint
prd;;3:17-cv-02351,"INFORMATIVE Motion regarding Reply filed by Lisa E. Bhatia-Gautier on behalf of United States of America Responses due by 6/21/2019. NOTE: Pursuant to FRCP 6(a) an additional three days does not apply to service done electronically. (Bhatia-Gautier, Lisa) (Entered: 06/07/2019)",motion
prd;;3:16-cv-01857,"***VACATED - AS PER D.E. #33 ORDER*** ORDER: Plaintiff shall file her Memorandum of Law on or before October 2, 2017. Defendant shall file her Memorandum of Law on or before November 2, 2017. Signed by US Magistrate Judge Camille L. Velez-Rive on September 1, 2017. (ASE) Modified on 11/28/2017 (ram). (Entered: 09/01/2017)",error|order|vacated
prd;;3:16-cv-02195,"ANSWER to 1 Complaint, filed by Andres C. Gorbea-Del Valle on behalf of Defendant Walmart Puerto Rico.(Gorbea-Del Valle, Andres) (Entered: 09/20/2016)",answer
prd;;3:16-cv-01323,"ORDER REFERRING 1 MOTION to Vacate, Set Aside or Correct Sentence (2255) as to Ismael Antonio Gomez to a magistrate judge for a report and recommendation. Signed by Judge Francisco A. Besosa on 02/24/2016. (brc) (Entered: 02/24/2016)",order
prd;;3:16-cv-02146,"INFORMATIVE Motion, MOTION to Withdraw Attorney as to Franco Lorenzo Perez-Redondo filed by Franco Lorenzo Perez-Redondo on behalf of Jose A Lopez-Batista Suggestions in opposition/response due by 9/12/2016 (Perez-Redondo, Franco) (Entered: 08/24/2016)",motion|motion to withdraw
prd;;3:16-cv-02629,"MOTION to dismiss as to Juan Martinez-Perez filed by Maritza Gonzalez-Rivera on behalf of United States of America (Internal Revenue Service) Responses due by 4/12/2017. NOTE: Pursuant to FRCP 6(a) an additional three days does not apply to service done electronically. (Gonzalez-Rivera, Maritza) (Entered: 03/29/2017)",dismissing motion|motion|motion to dismiss
prd;;3:17-cv-02069,"NOTICE of filing Administrative Record by Commissioner SSA (Martorani-Dale, David) (Entered: 12/18/2017)",notice|notice of filing
prd;;3:16-cv-02696,ORDER re 38 Motion to Appear PHV: Granted. The Clerk will deposit the admission fee in the Court's non-appropriated funds account. Signed by Judge Francisco A. Besosa on 10/20/2016. (brc) (Entered: 10/20/2016),order
rid;;1:16-cv-00009,"RULE 16 STATEMENT by Gooding Business Space, LLC. (Attachments: # 1 Exhibit A. -Lease, # 2 Exhibit B. -Fire report -redacted)(DiMaio, Joseph-Anthony) (Entered: 02/11/2016)",
rid;;1:16-cv-00552,"NOTICE of Hearing: Telephonic Rule 16 Conference set for Thursday, 2/16/2017 at 09:15 AM before Judge John J. McConnell, Jr. The Court will initiate the call. Counsel shall provide the Clerk with contact information if it differs from the docket sheet. (Barletta, Barbara) Modified on 1/17/2017 (Barletta, Barbara). (Entered: 01/17/2017)",notice|notice of hearing
rid;;1:16-cv-00044,"MOTION for an Extension of Time To Serve Discovery Responses filed by Endurance American Insurance Company, Inc., New England Building & Bridge Co., Inc.. Responses due by 9/9/2016 (Dawson, Christopher) (Entered: 08/23/2016)",motion|motion for time extension
rid;;1:16-cv-00232,"TEXT ORDER entering 11 Notice of Voluntary Dismissal filed by Mee H. Jung - So Ordered by Judge John J. McConnell, Jr. on 8/29/2016. (Barletta, Barbara) (Entered: 08/29/2016)",order|party resolution|voluntary dismissal resolution|voluntary dismissal resolution2
rid;;1:17-cv-00007,"NOTICE of Appearance by Rajaram Suryanarayan on behalf of Richard Asinof (Suryanarayan, Rajaram) (Entered: 02/13/2017)",notice|notice of appearance
rid;;1:16-cv-00508,"TEXT ORDER granting 13 Motion for Extension of Time ; Set/Reset Deadlines: ( Factual Discovery to close by 10/29/2017; Plaintiff Expert Disclosures shall be made by 11/29/2017; Defendant Expert Disclosures shall be made by 12/29/2017; Expert Discovery to close by 1/29/2018; Dispositive Motions due by 2/13/2018; Pretrial Memorandum due by 2/28/2018). So Ordered by Magistrate Judge Lincoln D. Almond on 8/15/2017. (Noel, Jeannine) (Entered: 08/15/2017)",order
rid;;1:16-cv-00502,"ANSWER to Complaint by Neptco, Inc..(Hoffman, Kelly) (Entered: 12/05/2016)",answer
rid;;1:16-cv-00499,"NOTICE of Appearance by Stephen Paul Levesque on behalf of Joseph Maguire (Levesque, Stephen) (Entered: 09/16/2016)",notice|notice of appearance
rid;;1:16-cv-00001,"CASE CONDITIONALLY ASSIGNED to Judge Judge John J. McConnell, Jr. and Magistrate Judge Lincoln D. Almond. Related Case Number CA 15-535 M based upon the indication on the cover sheet that a related case previously was assigned to the presiding judge. The assignment is subject to the presiding judge's determination that the cases, in fact, are related. (Melendez, Filipa) (Entered: 01/04/2016)",
